"customer_id","first_name","last_name","gender","email","phone_number","street_address","city","state","zip_code","country","signup_date","date_of_birth","loyalty_status","preferred_channel","marketing_opt_in","lifetime_value","returns_rate","customer_status"
"2224284","David","Thompson","Male","david.thompson6647@proton.me","611-804-7773","2187 Cherry Ave","Jacksonville","FL","73226","USA","2019-09-28","2003-01-07","None","SMS","Yes","2271.30","0.11","Active"
"3488628","Scarlett","Harris","Male","scarlett.harris8813@outlook.com","533-993-7779","1019 Ridge Ln","New York","NY","85247","USA","2025-04-20","1972-01-01","Gold","Phone","Yes","686.64","0.11",NULL
"2564141","Luna","White","Female","luna.white2329@icloud.com","958-700-1034","8061 Oak Blvd","Houston","TX","64733","USA","2025-06-05","1990-08-02","None","SMS","No ","735.86","0.12","Active"
"1006810","Grace","Davis","Male","grace.davis2287@proton.me","231-295-4582","4606 Hill Rd","New York","NY","95182","USA","2025-02-10","1990-04-20","Bronze","In-Store","Yes","895.49","0.16","Active"
"2595275","Liam","Davis","Non-Binary","liam.davis3630@proton.me","829-840-5967","3261 4th St",NULL,"CA","57580","USA","2022-02-23","2004-05-15","Bronze","In-Store","No ","277.77","0.18","Active"
"1899411","Evelyn",NULL,"Female","evelyn.scott93@outlook.com","841-830-5934","2736 River Ln","Chicago","IL","51663","USA","2021-06-19","1996-09-15","None","Email","No ","380.34","0.04","Active"
"3024269",NULL,"Robinson","Non-Binary","zoey.robinson6978@icloud.com",NULL,"5862 Park Pl","Philadelphia","PA","99166","USA","2022-03-06","1958-11-26","None","Email","No ","436.31","0.15","Active"
"8290770","Mia","Johnson","Male","mia.johnson6569@proton.me","494-746-5685","4076 River Pl","Portland","OR","83039","USA",NULL,"1985-04-01","Silver","App Push","No ",NULL,"0.30","Active"
"3123709","Luke","Nelson","Female","luke.nelson3028@yahoo.com","688-691-5751","7183 Elm St","Fort Worth","TX","58148","USA","2022-02-01","1959-08-19","Silver","SMS","Yes","1257.65","0.09","Active"
"1447451","Natalie","Ramirez","Female","natalie.ramirez4814@outlook.com","371-906-8272","9970 Washington Pl","New York","NY","56211","USA","2023-11-17","1955-02-23","Gold",NULL,"No ","122.00","0.04","Inactive"
"2538698","Henry","Davis","Female","henry.davis4020@hotmail.com","570-844-5021","7294 3rd St","Orlando","FL","39909","USA","2023-10-23","1986-09-21","None","SMS","No ","2136.17","0.07","VIP"
"6452832","Emily","Hill","Female","emily.hill4499@icloud.com","740-595-3563","8340 Lincoln Way","Columbus","OH","95448","USA","2025-12-02","1988-01-28","Silver","Email","Yes","612.58",NULL,"Churn Risk"
"5076817","David","Miller","Male","david.miller8288@yahoo.com","558-391-8554","1318 Lake Blvd","New York","NY","72505","USA","2019-03-23","1993-04-08","Silver","App Push","No ","566.49","0.06","Inactive"
"9014965","Nora","Hall","Prefer Not To Say","nora.hall9390@gmail.com","546-961-4608","3916 Pine Ave","Philadelphia","PA","24954","USA","2021-11-13","1970-09-01","Silver","Email","No ","320.35","0.34","Churn Risk"
"2935113","Ava","Young","Male","ava.young2265@proton.me","746-749-4770","6882 Lincoln Dr","Philadelphia","PA","85744","USA","2021-06-17","1971-02-06","Bronze","In-Store","Yes","1190.61","0.20","Active"
"4794319",NULL,"Brown","Female","mila.brown3779@proton.me","512-991-1199","9764 Park St","Minneapolis","MN","46364","USA",NULL,"1969-03-31","Bronze","App Push","No ","266.24","0.19","Active"
"9225346","Logan","Rodriguez","Female","logan.rodriguez9065@yahoo.com","314-571-3595","9997 Washington Blvd","Indianapolis","IN","73607","USA","2021-06-28","1991-08-13","None","Email",NULL,"594.55","0.12","Active"
"5261032","Carter","Hill","Male","carter.hill3591@yahoo.com","285-298-9575","9758 Cherry Ln","Atlanta","GA","82784","USA",NULL,"1979-08-01","Bronze","SMS",NULL,"3293.87","0.34","Active"
"5107245","Amelia","Ramirez","Female","amelia.ramirez4447@outlook.com","603-695-5493","2113 Maple Rd","Phoenix",NULL,"62543","USA","2020-11-06","1953-06-19","Bronze","Phone","Yes","840.98","0.30","Churn Risk"
"4800761","James","Wright","Female","james.wright2856@icloud.com","351-246-6920","1636 Hill Dr",NULL,"TX","73819","USA","2025-06-23","1951-09-22","Gold","In-Store","No ","109.75","0.29","Active"
"8796514","Henry","Thompson","Male","henry.thompson5378@proton.me","227-843-9856","4911 Maple Blvd","Baltimore","MD","29825","USA","2022-11-04","1976-03-11","None","App Push","Yes","1329.78","0.15","Active"
"7435505",NULL,"Wilson","Female","henry.wilson4482@yahoo.com",NULL,"2516 Ridge Blvd","New York","NY","88670","USA","2019-09-14","1959-09-09","None","Email","Yes","316.64","0.29","Active"
"2010496","Sophia","Gonzalez","Male","sophia.gonzalez1965@gmail.com","694-580-6167","5933 Elm Ave","Miami","FL","46010","USA",NULL,"1995-11-09","Silver","App Push","Yes","1509.33","0.06","Active"
"8350368","Theodore","King","Male","theodore.king3581@proton.me","288-593-1790","6365 Park Rd","Los Angeles","CA","98785","USA","2019-09-08","1983-07-12","Silver","SMS","Yes","3122.06","0.04","Active"
"9153566","David","Lee","Female","david.lee7350@hotmail.com","277-610-3594","4091 Oak Blvd","New York","NY","35935","USA","2023-10-05","2004-05-25","Bronze","In-Store","No ","2954.42","0.37","Inactive"
"9106886","Logan","Scott","Female","logan.scott6510@proton.me","411-663-9702",NULL,"New York","NY","55956","USA","2025-04-24","1998-04-08","Bronze","Email","No ","288.95","0.28","Active"
"5147994","Liam","Jackson","Female","liam.jackson1026@outlook.com","536-946-4709","7223 Washington Dr","Miami","FL","23308","USA",NULL,"1981-12-17","Gold","Email","Yes","3110.00","0.10","Active"
"5041154","Oliver","Moore","Male","oliver.moore1372@yahoo.com","968-503-9378",NULL,"Austin","TX","80560","USA","2023-11-19","1998-01-25","None","Email","Yes","2871.55","0.13","Inactive"
"7264956","Emma","Campbell","Female","emma.campbell8956@proton.me","500-772-9119","8119 Lake Pl","Boston","MA","25860","USA","2020-08-25","1965-06-26","None","Email","Yes","655.66","0.08",NULL
"6244264","Chloe","Clark","Male","chloe.clark1453@icloud.com","602-743-3731","9284 Cherry Ave","Chicago","IL","11700","USA","2019-11-11","1994-04-19","Bronze","App Push","Yes","809.30","0.20","Active"
"4818418","Layla","Williams","Male","layla.williams4003@gmail.com",NULL,"7010 Maple Dr","Columbus","OH","68206","USA","2020-07-11","1950-08-01","None","Email","No ","128.29","0.11","Churn Risk"
"3276065","William","Jones","Male","william.jones8876@icloud.com","532-635-9394","6905 Oak St","New York","NY","23066","USA","2025-06-18","1976-02-17","Bronze","In-Store",NULL,"813.77","0.12","Active"
"9124385","Layla","Davis","Male","layla.davis9687@proton.me","657-688-8885","6240 3rd Rd","New York","NY","56588","USA","2024-04-01","1954-12-21","None","In-Store","No ","160.46","0.46","Inactive"
"8831858","David","Young","Female","david.young2827@hotmail.com","659-289-7838","7051 Maple Ln","New York","NY","23735","USA","2021-01-29","1975-06-22","Gold","SMS","No ","628.92","0.16","Active"
"3167376","Michael","Clark","Female","michael.clark3336@yahoo.com","582-942-3325","8066 Walnut Ave","Seattle","WA","69476","USA","2019-03-29","1953-01-11","Bronze","SMS","Yes","486.57","0.28","Active"
"7274032","Mila","Johnson","Female","mila.johnson7915@icloud.com","352-754-8051","2777 Washington Ct","San Jose","CA","38182","USA","2023-01-18","1986-10-09","Silver","Phone","No ","802.42","0.17","VIP"
"9344741","Emily",NULL,"Prefer Not To Say","emily.harris4130@yahoo.com","940-239-6764",NULL,"Milwaukee",NULL,"27677","USA","2024-12-02","1951-04-05","Gold","App Push","Yes","582.01","0.14","Churn Risk"
"3646552","David",NULL,"Non-Binary","david.torres1212@gmail.com","903-830-7336",NULL,"Los Angeles","CA","90296","USA","2022-11-14","1990-10-26","None","Email","No ","841.11","0.43",NULL
"3872269","Mason","Jones","Female","mason.jones1899@icloud.com","212-580-1982","3139 River Ct","Baltimore","MD","44851","USA","2024-12-13","1962-04-19","None","In-Store","Yes","885.19","0.03","Active"
"1229419","Alexander","Harris","Male","alexander.harris5004@icloud.com","841-416-5335","7353 Sunset Ct","San Antonio","TX","19839","USA","2019-01-11","2003-04-11","Silver","Email","No ","598.30","0.22","Inactive"
"4486102","Benjamin","Mitchell","Male","benjamin.mitchell9939@yahoo.com","587-956-1132","1130 Elm Rd","Los Angeles","CA","74165","USA",NULL,"1991-07-22","Bronze","Email","No ","403.52","0.29","Active"
"6592886","Samuel","Wilson","Female","samuel.wilson8658@outlook.com","866-935-7680","8414 Walnut Ct","Austin","TX","81810","USA","2019-05-19","1989-09-24","None","SMS","Yes","392.53","0.06","Active"
"9147706","Alexander","Brown","Female","alexander.brown877@hotmail.com","955-793-1301","8449 Elm Rd","San Diego","CA","40370","USA","2023-11-06","1965-10-02","Gold","Email","Yes",NULL,"0.05","Inactive"
"1481506","Aria","Wilson","Male","aria.wilson5659@hotmail.com","326-473-8366","2453 Ridge Dr","Houston","TX","60352","USA","2023-09-09","1964-04-30","None","App Push","Yes",NULL,"0.07","Active"
"6192009","Carter","Baker","Male","carter.baker1638@yahoo.com","516-714-6638","6961 4th Rd","Seattle","WA","29957","USA","2020-08-17","1971-09-27","Silver","Email","No ","1317.31","0.07","Active"
"6472441","Evelyn","Martinez","Female","evelyn.martinez5003@proton.me","647-870-1807","4700 Center Rd","Los Angeles","CA","14403","USA","2019-02-03","1967-08-20","Gold","Email","Yes","3047.85","0.27","Churn Risk"
"7189302","Logan","Jones","Female","logan.jones5652@gmail.com","925-868-8524","8607 5th Ct","Chicago","IL","37390","USA","2023-06-04","1967-07-28","Silver",NULL,"No ","364.02","0.11","Active"
"5108603","Owen","Anderson","Female","owen.anderson1341@yahoo.com","204-958-5081","5220 Oak Way","Dallas","TX","18912","USA","2024-04-18","1962-11-05","None","SMS","No ","556.50",NULL,"Active"
"1289293","Olivia","Lopez","Female","olivia.lopez8154@icloud.com","677-494-9955","6367 Lincoln Rd","New York","NY","87015","USA","2023-10-04","1990-12-26","Bronze","SMS","No ","1593.45","0.19","Active"
"6791039","Aria","Lewis","Female","aria.lewis1292@proton.me","720-212-6518","1772 Washington Dr","Orlando","FL","81076","USA","2021-01-06","1961-05-27","Gold","Email","Yes","462.17","0.21","Inactive"
"2721135","Emma","Lewis","Female","emma.lewis3154@gmail.com","442-719-2280",NULL,"Columbus","OH","35892","USA","2023-10-03","1972-05-03","Silver","SMS","No ","213.26",NULL,"Active"
"8379837","Liam","Mitchell","Male","liam.mitchell4395@outlook.com","935-714-4296","2189 Pine Ct","San Diego",NULL,"74211","USA","2024-08-18","1958-02-07","Gold","SMS","Yes","1706.28","0.12","Active"
"7462506",NULL,"Nelson","Female","benjamin.nelson4210@outlook.com","485-493-6824",NULL,"Charlotte","NC","50094","USA","2024-03-04","1968-05-14","Bronze","Phone","Yes","463.94","0.16","Active"
"3290229","Natalie","Garcia",NULL,"natalie.garcia2086@gmail.com","240-634-9113","7074 Pine Ct","Las Vegas","NV","81708","USA","2023-06-24","1960-07-19","None","App Push","Yes","459.66","0.18","Active"
"7534336","Benjamin","Perez",NULL,"benjamin.perez3006@proton.me","468-799-1209","103 Sunset Ln","Houston","TX","61614","USA","2023-04-24","1972-06-08","Platinum","Email","Yes","2110.22","0.19","VIP"
"1131249","James","Robinson","Female","james.robinson8100@hotmail.com","636-424-3881","9531 Lake Ct","Philadelphia","PA","83061","USA",NULL,NULL,"Gold","SMS","Yes","573.24",NULL,"Inactive"
"5962567",NULL,"Flores","Male","grace.flores7534@hotmail.com","892-388-4938","4945 Walnut Ln",NULL,"FL",NULL,"USA","2019-01-20","1974-07-29","Silver","Email","Yes","3487.63","0.12","Active"
"7117837","Logan","Jones","Male","logan.jones7481@outlook.com","415-756-1234","2753 Sunset Ln","Dallas","TX","73999","USA",NULL,NULL,"Silver","In-Store","Yes","2197.40","0.13","Churn Risk"
"1109031","Theodore","Thomas","Female","theodore.thomas2939@proton.me","474-363-2771","3000 3rd St","Orlando","FL","36159","USA","2022-12-03","1970-06-02","Bronze","Email","Yes","365.48","0.12","Churn Risk"
"6504979",NULL,"Miller","Male","luna.miller3507@icloud.com",NULL,"5487 Park Way","Phoenix","AZ","55091","USA","2025-09-14","1993-10-06","None","Email","Yes","47.40","0.07","Active"
"9517169","Matthew","Johnson","Female","matthew.johnson2179@proton.me","619-671-7115","6116 Park Pl","Dallas","TX","27784","USA","2024-01-15","1969-04-17","Platinum","Phone","Yes","364.33",NULL,"VIP"
"7288789","Leo","Allen","Male","leo.allen7131@hotmail.com","831-619-6695","8367 Walnut Blvd","Chicago","IL","45262","USA","2023-06-06","1961-12-14","Silver","Email","Yes",NULL,"0.24","Churn Risk"
"2811298","Ethan","Adams",NULL,"ethan.adams4015@gmail.com","869-963-7150",NULL,"Houston","TX","21746","USA","2024-03-14","1984-04-12","Gold","SMS","Yes","883.64","0.04","Active"
"6866294","Theodore","Moore","Male","theodore.moore5718@icloud.com","691-874-7357","2594 Lake Pl","Dallas","TX","20256","USA","2022-01-25","1961-02-27","None","SMS","No ","463.78","0.17",NULL
"5191056","Ava","Wilson","Male","ava.wilson6855@hotmail.com","784-377-3836","9526 3rd St",NULL,"MN","90435","USA","2024-02-04","1978-09-13","Bronze","App Push","Yes","1425.56","0.49","Inactive"
"2571945","Ella","Garcia","Male","ella.garcia6117@icloud.com","243-201-8612","8299 Lake Blvd","Orlando","FL","31940","USA","2019-09-04","1993-04-05","Gold","Phone","Yes","210.72","0.13","Active"
"1743829","William","Perez","Female","william.perez9403@hotmail.com","563-419-4066","7652 Maple Blvd","Los Angeles","CA","90493","USA","2025-12-02","1976-06-23","Silver","SMS","Yes","497.31","0.08","Active"
"1604451","James","Rivera","Male","james.rivera6115@gmail.com","217-206-9719","3683 Cherry Way","Los Angeles","CA","46011","USA","2022-03-20","1988-08-18","Bronze","Email","Yes","315.25","0.17","Active"
"6569946","Liam","Rodriguez","Female","liam.rodriguez9018@proton.me","404-991-7030","7037 River St","Los Angeles","CA","35183","USA","2025-12-20","1950-05-20","Silver","Email","Yes","513.48","0.04","Churn Risk"
"2349590","Harper",NULL,"Female","harper.king3003@gmail.com","478-901-6939","1358 Cherry Rd","Columbus","OH","11691","USA","2024-10-23","1993-07-03","Silver","In-Store","Yes","1252.71","0.31","Active"
"2242387","Mason","Robinson","Female","mason.robinson6898@outlook.com","945-777-5267","7787 River Dr","Dallas","TX","16766","USA","2022-04-10","1952-06-13",NULL,"Email","Yes","1334.89","0.20","Churn Risk"
"2921859","Ella","Anderson","Female",NULL,"708-385-8526","3441 River Ct","Houston","TX","74294","USA","2021-01-08","1951-11-21","Bronze","Email","Yes","325.48","0.17","Active"
"7485471","Michael","Sanchez","Prefer Not To Say","michael.sanchez2656@icloud.com","324-794-4482","7461 2nd Blvd","New York","NY","80410","USA","2024-05-23","1973-06-20","Bronze","Email","Yes","691.62","0.04","Active"
"3013003","Mia","King","Female","mia.king9477@gmail.com",NULL,"7481 Elm Way","Denver","CO","85608","USA","2023-02-25","1951-06-15","None","SMS","Yes","590.31","0.21",NULL
"5204459","James","Brown","Male","james.brown2363@outlook.com","355-962-7386","5171 Cedar Blvd","Fort Worth","TX","36829","USA","2020-12-27","1994-07-02","None","Email","Yes","396.58","0.20","Churn Risk"
"5218028","Evelyn","Martin","Female","evelyn.martin6158@icloud.com","297-430-3138","7408 5th Blvd","Boston","MA","49336","USA","2025-04-01","1962-01-06","None","Phone","Yes","138.09","0.12","Active"
"7550190","Daniel","Allen","Male",NULL,"571-898-8273","9399 River Way","Atlanta",NULL,"71199","USA","2020-04-30","1980-02-11","Gold","Email","No ","580.86","0.09","Inactive"
"1908841","Michael","Anderson","Male","michael.anderson4810@yahoo.com","318-884-6668","5537 Ridge Dr","Tampa","FL","91413","USA","2019-06-13","1978-10-17","None","In-Store","Yes","248.22","0.07","Active"
"6353876","Grace","Baker","Female","grace.baker7642@gmail.com","516-798-6925","320 Maple Ln","Las Vegas","NV","88362","USA","2025-05-14","1985-10-21","None","Email","Yes","529.07","0.03","Churn Risk"
"9372568","Leah","Scott","Female","leah.scott9823@proton.me","261-466-2142","8267 Ridge Dr","Dallas","TX","79392","USA","2020-11-05","1954-06-18","Silver","In-Store","No ","1200.10","0.01","Active"
"6318841","Charlotte","Mitchell","Male","charlotte.mitchell3462@proton.me","439-307-9801","4257 Sunset Ln","Philadelphia","PA","58600","USA","2023-09-24","1954-04-16","None","Phone","Yes","203.40","0.13","Active"
"4576135","Jackson","Lopez","Male","jackson.lopez9260@hotmail.com","921-639-5157","3320 Oak St","New York","NY","53747","USA","2021-03-31","1964-01-18","None","Phone","Yes","3166.90",NULL,"Active"
"3307963","Benjamin","Campbell","Female","benjamin.campbell2076@icloud.com","955-830-8756","3021 Walnut Ave","Chicago","IL","38370","USA","2025-11-23","1964-10-14","None","Email","Yes","1479.25","0.26","Active"
"9479356","Julian","Martinez","Female","julian.martinez8407@proton.me","463-996-4551","8476 Hill St","Los Angeles","CA","61343","USA","2023-10-31","1990-02-07","None","Email","No ","706.91","0.02","Active"
"9511546","Julian","Sanchez","Male","julian.sanchez2375@hotmail.com","792-513-3710","4398 Lincoln Blvd","Chicago","IL","57240","USA","2023-02-27","1974-12-18","Gold","Email","Yes","989.38","0.13","Inactive"
"3426689","Aria","Thomas","Male","aria.thomas7560@icloud.com",NULL,"7368 Hill Blvd","Indianapolis","IN","78127","USA","2023-04-28","1987-06-03","None","SMS","No ","508.99","0.09","Active"
"5579094","Liam","Scott",NULL,"liam.scott1967@hotmail.com","889-470-5597","2286 Oak Rd","New York","NY","92604","USA","2021-01-23","1979-12-19","Gold","In-Store","Yes","1317.00","0.04","Active"
"8416216","Nora","Nelson","Male","nora.nelson5919@yahoo.com","360-927-5111","605 Hill Way","Jacksonville","FL","53257","USA","2024-01-24","2002-03-21","Silver","Phone","Yes","664.70","0.21","Inactive"
"6573147","Mason","Martin","Female","mason.martin5656@gmail.com","355-756-5006","4256 2nd Rd","Houston","TX","93203","USA","2024-05-29","1951-01-27","Silver","App Push","No ","920.37","0.07","Active"
"5651899","Chloe","Adams","Male","chloe.adams2405@gmail.com","480-572-5563","4937 4th Blvd","Philadelphia","PA","17433","USA","2020-07-17","1967-08-25","Silver","Email","Yes","1349.62","0.08",NULL
"4262081","Avery","Carter","Female","avery.carter8594@outlook.com","741-658-4179","2436 Lincoln Rd","Austin","TX","82128","USA","2024-12-05","1954-02-20","Bronze",NULL,"No ","995.88","0.06","Active"
"6338112","Aria","Taylor","Female",NULL,"692-631-8655","550 Hill Way","Tampa","FL","36178","USA","2019-12-28","1992-09-04","Gold","Email","No ","189.13","0.23","Active"
"7689354","Emily","White",NULL,NULL,"625-721-1884","3169 Cedar Ct","Minneapolis","MN","11020","USA","2025-07-05","1995-02-07","Platinum","Email","Yes","1100.94","0.17","Active"
"9508103","James","Mitchell","Male","james.mitchell5695@icloud.com","849-679-7870","6876 Pine Way","Nashville","TN","87306","USA","2024-09-03","1966-04-02","Bronze","SMS","Yes","268.70","0.19","Active"
"8538325","Olivia","Perez","Male","olivia.perez3736@proton.me","445-255-5047","5467 Maple Way","Baltimore","MD","16007","USA","2020-11-20","2003-11-11","None","Phone","Yes","175.08","0.06","Active"
"4965789","Nora","Carter","Female","nora.carter9718@hotmail.com","556-636-1553","6668 Sunset Way","San Antonio","TX","42017","USA","2022-07-13","1992-03-10","Bronze","App Push","No ","979.19","0.67","Active"
"7850067","Emily","Rodriguez","Female","emily.rodriguez2793@yahoo.com","822-545-8145","1499 Washington St","New York","NY","54011","USA","2020-05-14","1967-09-06","Silver","App Push","Yes","1405.45","0.16","Active"
"6707484","Evelyn","Green","Non-Binary","evelyn.green2496@proton.me","281-807-3560","957 Walnut Blvd","Milwaukee","WI","52041","USA","2024-09-22","1953-03-12","None","Email","Yes",NULL,"0.21","Active"
"5348512","Julian","Roberts","Female","julian.roberts2978@gmail.com","285-943-4055","1711 Cedar St","New York","NY","16680","USA","2025-11-08","1997-05-11","Bronze","In-Store","No ","308.75","0.27","Active"
"8935169","Joseph","Garcia","Male","joseph.garcia899@yahoo.com","829-352-4900","8475 Walnut Ct","Philadelphia","PA","29250","USA","2024-07-21","1973-01-25","Bronze","In-Store","Yes","329.97","0.12","Active"
"9264869","David","Brown","Male","david.brown5371@hotmail.com","755-489-3948","918 Cedar Pl","Houston","TX","31576","USA","2022-08-26","1989-11-14","Silver","Email","Yes","1380.18","0.13","Inactive"
"4255051","Emily","Perez","Male","emily.perez4817@yahoo.com","546-443-9067","1611 Walnut St","Philadelphia","PA","16077","USA","2020-01-29","1961-07-22","None","Email","Yes","2451.32","0.38","Active"
"4731818","Owen","Moore","Female","owen.moore1222@outlook.com","633-475-2507","9739 2nd Way","Detroit","MI","58624","USA","2019-12-21","1970-03-03","Bronze","SMS","Yes","1801.42","0.28","Active"
