customer_id,first_name,last_name,gender,email,phone_number,street_address,city,state,zip_code,country,signup_date,date_of_birth,loyalty_status,preferred_channel,marketing_opt_in,lifetime_value,returns_rate,customer_status
1156287,Matthew,Perez,Male,matthew.perez2092@icloud.com,(859) 638-3223,6724 Washington Way,Charlotte,NC,52907,USA,2024-02-06,01/06/1984,NULL,Phone,Y,1251.78,0.11,Active
1157662,Noah,NAN,Female,noah.mitchell660@gmail.com,685-885-2874,5833 Hill Ave,San Jose,CA,58352,USA,10/17/2025,1960-04-11,None,Email,Y,692.59,NAN,Active
1162230,Hazel,Harris,Male,HAZEL.HARRIS1670@PROTON.ME,(556) 745-8018,3349 Pine Rd,Philadelphia ,PA,11659,USA,2024-06-30,30-Jun-1982,None,SMS,Y,762.72,0.35,Active
1170307,Alexander,,Female,alexander.adams7137@proton.me,662.449.8613,8917 5th Way,[null],IL,74790,USA,2021-01-14,10/31/1981,Silver,In-Store,N,793.47,0.12,[null]
1192619,Liam,King,Male,liam.king8005@icloud.com,(296) 501-4630,1502 Hill Ct,Detroit,MI,58369,USA,2025-03-17,04-Mar-1988,Gold,Email,N,2721.53,0.15,Active
1205779,Sophia,Davis,Male,sophia.davis3034@yahoo.com,303.398.5853,5269 Cedar Pl,denver, CO,80011,USA,2022-01-28,22-Nov-1954,Silver,In-Store,N,157.78,0.07,Inactive
1212267,Benjamin,Smith,Male,BENJAMIN.SMITH5583@YAHOO.COM,(611) 703-2213,7790 5th Way,Austin,tx,83773,,12-15-2019,17-Aug-1960,Platinum,App Push,Yes,516.0,0.14,Active
1229419,Alexander,Harris,Male,alexander.harris5004@icloud.com,841-416-5335,7353 Sunset Ct,san antonio,tx,19839,USA,2019-01-11,04/11/2003,Silver,Email,N,598.3,0.22,Inactive
1233516,Aria,Jones,Male,aria.jones6966@gmail.com,(262) 369-6039,4434 River Rd,Indianapolis,IN,67561,USA,04/03/2024,02/10/1986,Silver,SMS,Y,1848.7,0.04,Active
1247595,Avery,Mitchell,Non-Binary,avery.mitchell3751@proton.me,791.241.3870,4202 Oak Ave,Houston,TX,33789,USA,11/21/2023,1994-02-11,Silver,SMS,Y,640.03,NULL,Active
1249314,Olivia,Perez,Female,olivia.perez9013@gmail.com,1-727-201-9889,8217 Sunset Ct,Philadelphia ,PA,91610,United States,08/03/2024,1954-08-19,Bronze,Email,Y,174.07,0.12,Churn Risk
1257489,Logan,  Davis  ,Prefer not to say,logan.davis9025@gmail.com,1-321-863-3522,4020 Washington Ln,New York,NY,45839,USA,05-30-2024,11/13/1971,Gold,SMS,No,289.53,0.07,Active
1264762,Leo,Rodriguez,Female,leo.rodriguez8319@outlook.com,1-353-657-9824,4626 3rd Dr,Orlando,FL,59442,USA,2022/08/11,05-Jun-1971,Silver,In-Store,Y,1153.8,0.02,Active
1272499,MASON,Rivera,Female,  mason.rivera8116@gmail.com  ,1-303-738-8486, 6346 2nd Blvd,LAS VEGAS,NV,30233,USA,07-Apr-2024,10/11/1973,,SMS,Y,4588.6,0.12,Active
1275739,Hazel ,Wright,Non-Binary,hazel.wright589@icloud.com,(645) 300-2646,5288 5th Pl,Phoenix,AZ,16029,USA,2019-08-18,08/18/1983,Bronze,SMS,N,913.75,0.13,churn risk
1289293,OLIVIA,Lopez,Female,olivia.lopez8154@icloud.com,(677) 494-9955,6367 lincoln rd,New York,NY,87015,USA,10/04/2023,12/26/1990,Bronze,SMS,N,1593.45,0.19,Active
1305857,Layla,Thompson,Male,layla.thompson4498@gmail.com ,1-494-994-4770,4937 Oak Ct,Austin,TX,91382,USA,07/14/2020,NULL,None,Email,Y,2677.45,0.15,Active
1314430,Carter,Jackson,Male,carter.jackson2166@icloud.com,464-693-5835,6907 Washington Rd,Houston,TX,19870,USA,2021/07/13,27-Aug-1985,Silver,Phone,Y,280.45,0.32,Active
1318832,Aria,White,Male,aria.white6087@gmail.com,825.426.2035,4395 River Ct,Charlotte,NC,95098,USA,2020-04-22,05/04/1953,None,Email,Y,1161.71,0.48,Active
1325197,  Matthew  ,Robinson,Female,matthew.robinson6798@proton.me,(907) 579-4559,8950 3rd Blvd,Phoenix,AZ,23023,USA,2023-02-13,1982-03-07,Silver,Email,Y,324.59,0.11,Churn Risk
1326765,Aria,Garcia,Female,aria.garcia5465@yahoo.com,801-421-4817,9883 Oak St,CHARLOTTE,NC,10372,USA,,06/19/1998,None,Email,Yes,608.14,0.42,Active
1327691,Michael,Thomas,Male,michael.thomas859@yahoo.com,726.807.2786,358 Washington Ln,Jacksonville,FL,96364,USA,2022-05-20,1952-10-17,None,In-Store,N,585.45,0.04,Active
1341153,Leah,Nan,Male,leah.lewis1077@yahoo.com,665.717.8048,  1423 Ridge Blvd  ,New York,NY,95317,US,08-Mar-2025,04/16/1969,Silver,Email,Y,503.32,0.21,  Active  
1341919,Sebastian,Campbell,Female,  sebastian.campbell6133@yahoo.com  ,1-299-962-7105,Null,New York,NY,83609,USA,09/12/2022,11/09/1986,None,In-Store,N,1088.19,0.1,Churn Risk
1348050,Elijah,Jackson,Female,elijah.jackson3486@yahoo.com,318.980.5564,5861 Cedar Pl,Jacksonville,FL,91491,USA,2025-03-30,1973-12-29,Bronze,App Push,Y,714.28,0.03,Active
1349914,, Lopez,Male,liam.lopez2325@proton.me,1-665-549-3578,9378 2nd Ave,Tampa,FL,84396,USA,,1963-12-17,Platinum,Email,Y,2465.99,0.19,Active
1358318,nan,YOUNG,Male,avery.young8395@gmail.com,247.425.7475,6885 Walnut Rd,Fort Worth ,TX,37687,US,16-Jul-2020,12/20/1975,Bronze,SMS,N,1431.45,0.2,Active
1368085,Jacob , RIVERA,NAN,jacob.rivera6506@proton.me,1-788-614-7843,9254 Park Ave,Chicago,IL,32528,USA,2024/02/28,1982-06-19,Silver,Email,N,371.25,0.07,Active
1397023,William,,Male,william.sanchez2755@gmail.com,560.944.3419,nan,TAMPA,Fl,88958,USA,2019-11-05,05/01/1994,Platinum,App Push,N,1291.04,0.27,VIP
1409790,Layla,Adams,Male,layla.adams7206@gmail.com,720.275.6085,5395 Ridge Blvd, Columbus,OH,47628,USA,01/05/2020,06/29/1995,Silver,SMS,nan,181.16,0.08,Churn Risk
1415846,Ella,Torres,Male,ella.torres8215@yahoo.com,(717) 861-3827, 5367 Lincoln Way,Charlotte,NC,78691,USA,2025-11-02,06/14/1983,Silver,Phone,N,1042.12,0.03,Active
1419610,Grace,Adams,Prefer not to say,grace.adams6334@outlook.com,542-283-3317,Nan,Houston,TX,96788,USA,06/12/2020,08/08/1957,Gold,App Push,Y,460.42,0.05,Active
1419843, Riley,Mitchell,Non-Binary,riley.mitchell8332@outlook.com,1-397-431-3253,8724 pine ct,Milwaukee,WI,76544,US,2025/01/19,1997-03-28,Gold,In-Store,N,624.19,0.05,Active
1430812,Theodore,Hernandez,,theodore.hernandez6732@outlook.com,1-440-746-4918,2812 4th St,Los Angeles,CA,35431,USA,05-25-2025,06/03/1991,None,SMS,Y,1167.96,0.19,Active
1433940,Charlotte,Hill,Male,CHARLOTTE.HILL6082@ICLOUD.COM,(982) 364-5469,NULL,Los Angeles,CA,22022,USA,2024/01/22,05/23/1952,Bronze,SMS,Y,549.06,0.04,VIP
1434753,Daniel,Anderson,Male,DANIEL.ANDERSON2255@GMAIL.COM,1-660-830-1086,Nan, New York,NY,29598,USA,2025-10-29,12/23/1959,Bronze,Email,Y,776.05,0.03,Inactive
1440466,Victoria,Robinson,Female,victoria.robinson270@proton.me,447.784.7825,8289 Lincoln Pl,New York,NY,57266,USA,2024-11-24,17-Jul-1995,Bronze,In-Store,Y,1254.25,0.11,Active
1440972,Daniel,  Taylor  ,Male,daniel.taylor3951@proton.me,246-560-9945,5950 Pine Dr,Boston,MA,99743,USA,05/14/2024,1962-02-05,Platinum,In-Store,Y,335.43,0.03,nan
1445199,Joseph, Gonzalez,Male,joseph.gonzalez6525@icloud.com,(872) 539 5476,5270 SUNSET PL,Portland,OR,67638,USA,10-20-2022,08-Jul-1994,Silver,In-Store,N,1118.46,0.17,Churn Risk
1447451,  Natalie  ,Ramirez,Female,natalie.ramirez4814@outlook.com,1-371-906-8272,9970 Washington Pl,New York ,NY,56211,USA,2023-11-17,02/23/1955,Gold,nan,N,122.0,0.04,Inactive
1452421,Olivia,Johnson,Female,olivia.johnson1102@yahoo.com,9999999999,7279 Maple Blvd,Los Angeles,CA,79398,USA,2023-06-19,1975-01-02,None,Email,Y,668.2,0.07,Active
1454696,Carter,Scott,Female,carter.scott4679@proton.me,1-377-930-8292,4364 4th Rd,Los Angeles,CA,51890,USA,24-Nov-2022,NAN,Silver,Email,Y,Nan,0.13,Inactive
1463060,Riley,Green,Male,riley.green1989@yahoo.com,679.764.3126,6022 Cherry Rd,  Los Angeles  ,CA,72740,Usa,NULL,2001-07-30,Bronze,Email,Y,1022.19,0.04,Active
1472908,NULL,Thompson,Male,alexander.thompson2115@hotmail.com,369.365.6286,9132 River Blvd,nan,CA,78013,USA,2019-11-20,06/02/1999,Bronze,Email,N,855.31,0.11,Active
1476028,Olivia, Nguyen,Female,olivia.nguyen9235@gmail.com,867.415.7825,2626 Washington Dr, Minneapolis,MN,81510,USA,2022-05-22,06/07/1986,Silver,App Push,Y,365.71,0.26,Active
1481506,ARIA,Wilson,Male,aria.wilson5659@hotmail.com,1-326-473-8366,2453 Ridge Dr,  Houston  ,TX,60352,USA,2023-09-09,04/30/1964,None,App Push,Y,-365.85,0.07,Active
1484348,Ethan,Robinson,Female,ethan.robinson1476@hotmail.com,(489) 706-8710,5155 5th St, Dallas,  TX  ,27556,USA,Null,1982-10-31,Silver,SMS,Y,769.58,0.06,Active
1485654,James,Harris,Female,james.harris2109@gmail.com,404-816-9341,9108 Walnut Ave,Dallas , TX,53653,USA,2024-10-28,22-May-2004,Bronze,In-Store,Y,144.01,0.03,Active
1485753,Victoria,Mitchell,Male, victoria.mitchell8352@icloud.com,890.312.7824,9827 Ridge Pl,Miami,FL,92479,USA,2025-09-10,24-Nov-2001,Bronze,Email,N,511.96,0.35,Active
1486955,Natalie,  Flores  ,Female,natalie.flores518@icloud.com,623-907-4340,6329 Elm Rd,Nashville,TN,18164,USA,2020-07-19,04/27/2000,None,SMS,Y,607.72,0.2,VIP
1499914,Aria,Wright,Non-Binary,aria.wright3151@yahoo.com,922.412.9011,5904 Walnut Way,Houston,TX,45843,USA,05/14/2020,09/25/1998,None,SMS,Y,469.56,0.12,Churn Risk
1508113,Theodore,Jackson,Male,theodore.jackson4202@proton.me,000-000-0000,1394 Park Way,New York,NY,93617,USA,2019-08-04,20-Aug-1979,Silver,NULL,Y,2779.02,0.32,VIP
1514340,Anthony,Hernandez ,Male,anthony.hernandez4707@outlook.com,748-956-1611,7893 5th Rd,philadelphia,PA,33041,usa,15-Jun-2023,Null,None,In-Store,Yes,227.84,0.18,Active
1520596,Layla,Hill,Male,layla.hill8902@icloud.com,316-538-3662,5589 Sunset Way,New York,NY,11847,USA,NULL,09-Dec-2000,Platinum,Email,Yes,344.01,0.1,Churn Risk
1522452,Owen,Ramirez,Female,owen.ramirez3028@yahoo.com,1-972-473-6400,1521 2nd Ave,Dallas, TX,95680,USA,2021-08-25,08/09/1960,Silver,SMS,N,535.05,0.14,Churn Risk
1522621,Leah,NAN,Female,leah.roberts3619@yahoo.com,626.918.9998,2023 Sunset Dr,Houston,TX,38628,United States,10/10/2021,2003-06-15,Gold,SMS,Y,425.54,0.17,Churn Risk
1527021,Lucas,Brown,Female,lucas.brown2456@yahoo.com,1-294-722-8298,8381 Lake Pl,Miami,FL,NAN,USA,08/25/2019,25-Aug-1977,Bronze,Email,Y,724.61,0.29,Active
1533224, James,Williams,Male,james.williams1131@hotmail.com,1-584-591-8348,1144 Center St,Philadelphia,PA,99487,USA,01/17/2025,1981-03-14,Bronze,SMS,N,353.76,0.27,Inactive
1538552,Sophia,,Male,sophia.smith6949@icloud.com,943-983-2848, 4988 4th Pl,Boston,MA,12051,USA,2021-04-24,Null,Silver,App Push,Yes,1959.19,0.1,Active
1543335,Oliver,Sanchez,Male,oliver.sanchez2296@icloud.com,443.509.3347,8943 Lake St,San Antonio,NULL,46065,USA,03-30-2025,17-Sep-1965,Gold,SMS,Y,1663.89,0.22,Active
1547605,Zoey,Nelson,Male,zoey.nelson6689@yahoo.com,508-924-3365,8692 Ridge Ct,Phoenix,AZ,64593,USA,2024-12-10,10/15/1971,Bronze,App Push,No,829.95,0.08,Churn Risk
1548888,William, Wright,Female,william.wright6180@proton.me,691-413-6455,3220 Maple Ln,Denver,CO,34907,USA,25-Apr-2020,1992-12-19,Gold,App Push,Y,636.33,0.23,Active
1583829,Ava,Roberts,Male,ava.roberts5054@outlook.com,1-980-527-4328,7739 Center Dr,Houston,TX,39003,USA,20/08/2020,22-Aug-1999,Gold,SMS,Y,-324.28,0.37,Active
1602286,Matthew,Torres,Male,matthew.torres4217@hotmail.com,374.343.9954,8280 Center Dr,Miami,FL,94124,USA,2024-11-16,[null],Bronze,Email,Y,1572.35,0.21,Inactive
1604451,James,Rivera,Male,james.rivera6115@gmail.com,1-217-206-9719,3683 Cherry Way, Los Angeles,CA,46011,USA,2022-03-20,08/18/1988,Bronze,Email,Y,315.25,0.17,Active
1614394,Alexander,Taylor,Male,alexander.taylor6113@hotmail.com,(870) 865-1519,  4479 2nd Ave  ,Atlanta,GA,17356,USA,08-Feb-2019,nan,None,App Push,Y,130.3,0.21,VIP
1615675,NULL,King,Female,benjamin.king4442@gmail.com,(384) 522-1256,3864 Lake Way,Las Vegas,NV,62206,USA,2022-05-10,29-Jul-1971,None,SMS,Yes,892.06,0.14,Active
1620485,Samuel,Mitchell,Female,samuel.mitchell880@gmail.com,1-535-230-5478,1384 Cherry Dr,Los Angeles,NAN,82488,USA,2023-11-04,24-Jul-2002,Silver,Phone,Y,567.43,0.18,Active
1621086,  James  , Garcia,Female,james.garcia5189@outlook.com,305.335.2430,6325 Elm Ct,Chicago,IL,63484,USA,2019-04-18,1999-09-21,Gold,Phone,Yes,1777.74,0.14,Active
1624315,Sebastian,HARRIS,Female,sebastian.harris2779@proton.me,(372) 645-5521,9267 Hill Pl,Nashville,TN ,42991,USA,07/23/2024,07/18/1967,Bronze,Email,No,551.75,0.12,Null
1630944,Victoria,HARRIS,Female,victoria.harris7056@proton.me,691-521-3910,5499 4th Dr,Atlanta,GA,92956,USA,16-Jun-2025,03/28/1979,Silver,Phone,Y,624.9,0.17,VIP
1633297,Charlotte,NGUYEN,Male,charlotte.nguyen7564@proton.me ,1-890-711-3280,3047 Center St,Milwaukee,WI,65461,USA,2019-10-30,08/24/2003,Gold,SMS,No,201.37,0.29,Churn Risk
1641849,Sebastian,Wright,Male,sebastian.wright1792@yahoo.com ,1-971-539-8052,  5990 Center Ave  ,  New York  ,NY,78000,USA,07/05/2025,10/30/1969,Silver,SMS,N,1672.61,0.09,Inactive
1642620,THEODORE,Thompson,Female,theodore.thompson6816@gmail.com,1-412-733-8912,8009 Cedar Ln,  Milwaukee  ,WI,69304,USA,2019-10-03,1960-04-29,None,App Push,N,689.51,0.28,Active
1656695,Isaac,Thomas,Female,Isaac.Thomas9173@Hotmail.Com,1-606-229-4232,9142 Washington Dr,Dallas, TX,38154,USA,,13-Aug-1955,Bronze,In-Store,Y,1309.31,0.25,Active
1666754,Aria,Davis,Female,aria.davis9781@hotmail.com,Null,8119 Cherry Dr,Chicago,IL,51050,USA,2021-09-04,06/04/1966,Gold,SMS,Y,150.7,0.32,Active
1668752,Matthew,Ramirez,Male,matthew.ramirez2734@hotmail.com,210.696.3236,8904 Washington Pl,Los Angeles,CA,95600,USA,08/03/2023,16-Apr-1987,None,SMS,Y,1068.52,0.06,Active
1669324,Samuel,Anderson,Male,NULL,(787) 316-5389,4603 Hill Pl,Houston,TX,15454,nan,2023-12-13,1988-02-22,Platinum,App Push,Y,594.8,0.2,Churn Risk
1674975,Oliver,Lewis,Female,oliver.lewis3883@yahoo.com,1-370-830-3281,1525 4th Ave,Chicago,IL,84721,USA,2024-12-20,1998-05-03,Silver,App Push,NAN,586.31,0.37,Active
1675419,Luke,ALLEN,Male,luke.allen972@outlook.com,454.979.7434,1660 Elm Ct,Milwaukee,WI,64294,USA,2024-01-26,05/09/1958,Silver,Email,No,249.39,0.18,Active
1688246,Logan,Lee,Male,logan.lee1038@icloud.com,491.545.9967,1626 4th Dr,Austin,TX,55055,USA,2019-07-18,1991-03-26,Bronze,In-Store,N,1292.22,0.1,Active
1689025,,Gonzalez,Female,avery.gonzalez4490@gmail.com,254-605-6005,2261 Sunset Blvd,Milwaukee, WI,21954,,2020-01-25,1992-10-11,Bronze,Email,N,313.44,0.08,Active
1691125,Riley,Perez,Female,riley.perez1161@yahoo.com,341.591.3181,7019 Elm Way,Atlanta,GA ,83832,USA,11/04/2025,06/26/1989,,App Push,Y,262.91,0.27,Active
1701771,Hazel,Lewis,Female,hazel.lewis2018@icloud.com,484-860-2380,1520 Cedar Blvd,Orlando,FL,47346,US,2019/04/20,1977-01-23,Silver,SMS,N,908.39,0.28,Active
1703065,Elijah,Thomas,Prefer not to say,elijah.thomas9731@gmail.com,597-782-7895,1947 Hill Way,Dallas,Null,19568,USA,2025-08-02,1973-07-10,Bronze,Email,Yes,NAN,0.05,Active
1709714,Grace,Rivera,Female,grace.rivera1351@proton.me,360-749-6353,6906 3rd Ct,Dallas,TX,99268,USA,2019-09-28,nan,None,Email,Y,4021.11,0.06,VIP
1710601,Lucas,Robinson,Female,lucas.robinson1957@gmail.com,NAN,1001 Sunset Blvd,Fort Worth,TX,25474,US,2019-05-01,07/08/1988,Gold,Email,No,493.13,0.29,Inactive
1727544,Logan,  Robinson  ,Male,logan.robinson6025@yahoo.com,959-721-1042,1008 5th Blvd ,Dallas,TX,71836,USA,04-18-2023,1966-01-21,Gold,In-Store,N,276.49,0.22,Active
1728977,AVA,Thomas,Female,ava.thomas9365@outlook.com,(611) 270 8620,5341 Walnut Ave,Philadelphia,PA,21323,USA,2024-02-14,01/02/1968,Gold,[null],N,708.23,0.11,Active
1730386,Scarlett, Young,Male,scarlett.young2467@gmail.com,(544) 201-7164,3301 Center Rd,Milwaukee,  WI  ,79444,USA,2023-09-16,1955-05-17,Platinum,Email,No,324.22,0.06,Churn Risk
1732280,Alexander,Clark,Female,alexander.clark9516@gmail.com,(646) 878-3141,6202 4th Ave,Seattle,WA,61506,USA,29-Aug-2022,Null,Bronze,Email,Nan,1218.42,0.06,Active
1733037,Theodore,Miller,Female,,000-000-0000,7735 Ridge Ct,Los Angeles,CA ,52965,USA,09-Jan-2020,11/30/1981,Silver,App Push,Y,423.09,0.39,VIP
1739653,  Noah  ,Sanchez,Female,noah.sanchez1552@hotmail.com ,334-402-7563,9208 Center Rd,Orlando,FL,86327,USA,2021/11/26,1956-09-23,None,Email,N,199.09,0.26,Churn Risk
1743829,William,Perez,Female,william.perez9403@hotmail.com,563-419-4066,7652 Maple Blvd,Los Angeles,CA,90493,USA,2025-12-02,06/23/1976,Silver,SMS,Y,497.31,0.08,Active
1744682,Henry,Clark,Male,henry.clark320@hotmail.com,598.476.3946, 8714 Hill Pl,Los Angeles, CA,NAN,USA,2024-04-16,Null,None,Email,N,625.67,0.05,Active
1759041,,Mitchell,Male,owen.mitchell5814@yahoo.com,(921) 917-6761,3694 River Ct,New York,NY,34673,USA,2025-01-29,1993-12-31,Bronze,Email,Y,562.32,0.06,Active
1760793,Liam ,PEREZ,Male,LIAM.PEREZ2908@OUTLOOK.COM,(739) 573 2188,3400 Elm Dr,Las Vegas,NV,23243,USA,2022-05-21,18-Feb-1964,None,Phone,No,651.62,0.16,Inactive
1761976,Emma,Null,Female, emma.rivera6200@outlook.com,1-782-233-3983,5946 Hill Blvd,Baltimore,MD,38954,USA,2025-05-05,1994-07-07,Silver,Email,Y,327.21,0.12,Active
1762722,Grace,Garcia ,Female,  grace.garcia4346@yahoo.com  ,(250) 595-8179,5600 4th St,Miami,FL,74630,USA,2022-12-09,[null],None,SMS,Yes,740.84,0.08,Active
1763626,Ella,Jones ,Female,ella.jones5222@outlook.com,(761) 295-6536,647 Sunset St,Atlanta,GA,14063,USA,11/06/2020,1988-12-14,Bronze,Email,,745.6,0.07,Active
1768805,  Mila  ,Campbell,Male,mila.campbell4873@yahoo.com,(570) 203-8005,  8949 Walnut Ln  ,Minneapolis,MN,72958,USA,2020-02-02,29-Apr-1965,Silver ,Email,Yes,1346.19,0.06,Active
1771600,Jackson,Walker,Female,jackson.walker6350@yahoo.com ,1-677-469-4706,4441 Pine Pl,San Diego,ca,97487,USA,Null,07/30/1998,None,SMS,N,1115.78,0.0,Churn Risk
1775337,Owen ,King,Male,owen.king7804@outlook.com,324-975-8357,8873 5th rd,Philadelphia,PA,35261,USA,2019-06-24,1989-01-22,None,App Push,Yes,809.9,0.06,Active
1790481,Carter,Campbell,Male,carter.campbell9116@hotmail.com,(918) 838-9561,1197 Pine Ct,LAS VEGAS,NV,84265,USA,NULL,1958-12-28,Gold,Email,Y,2130.49,0.18,Active
1801102,Michael,CLARK,Male,michael.clark614@yahoo.com,(606) 539-4892,8055 River Way ,Chicago,IL,58817,USA,15-Oct-2022,03/10/1977,Silver,SMS,N,825.15,0.19,Active
1802018,Julian,Anderson,Female,julian.anderson6829@icloud.com,1-978-728-7126,7359 Ridge Ln,Los Angeles,ca,50780,USA,,,Bronze,Email,Yes,803.22,0.3,Churn Risk
1816348,Isabella,Williams,Female, isabella.williams6036@hotmail.com,701.808.8308,6004 lake ln,San Antonio,TX,55844,USA,2020/10/31,16-Mar-1973,None,Email,Y,134.74,,Active
1822825,Luke,Torres,Male,luke.torres3388@outlook.com,Null,3611 Hill Rd, Nashville,TN,50038,USA,2022-02-01,10/11/1983,Silver,Email,Y,609.62,0.4,Active
1834876,Victoria,Sanchez,Male,victoria.sanchez9199@proton.me,484.855.6327,220 Cherry Dr,Austin,TX,95390,USA,2021-02-10,1971-07-24,None,Phone,N,184.4,0.23,Inactive
1841248,Hazel, Rodriguez,Male,hazel.rodriguez6858@hotmail.com,552-943-4643,8248 Sunset Ln,Denver,CO,98064,USA,2024-09-08,02-Apr-1965,None,Email,Y,1632.49,0.14,Active
1842524,Mia,Campbell,Female,mia.campbell3642@outlook.com,467.799.5817,3099 Ridge Ave,ATLANTA,GA ,93152,USA,07-04-2025,05/22/1956,None,,Yes,1169.43,0.04,Active
1843636,Luna,Clark,Prefer not to say,LUNA.CLARK5615@HOTMAIL.COM,283-699-6449,2570 Elm Rd,new york,NY,10618,USA,2022-01-25,15-Feb-1965,Platinum,SMS,Yes,830.17,0.28,Active
1847927, Victoria,Ramirez,Female, victoria.ramirez6281@gmail.com,976.743.4122, 6709 3rd Way, Columbus,OH,39658,USA,2022-11-11,03/20/1959,Silver,Email,Y,484.98,0.06,Active
1848566,Harper,Robinson,Male,harper.robinson7106@proton.me,369-613-1313,9870 Cherry Dr,Denver,CO,12873,USA,2024-08-28,21-Nov-1982,Gold,Email,Yes,386.79,0.16,Active
1848731,JACOB, Flores,Female,jacob.flores791@proton.me,411-911-1152,885 Cedar St,New York,NY,45387,USA,16-Oct-2025,07-30-1987,Silver,App Push,Y,324.07,0.03,Churn Risk
1849015,Logan,gonzalez,Male,logan.gonzalez5865@proton.me,1-539-440-1044, 4408 Cherry Rd,  Fort Worth  ,TX,85256,USA,2024-07-16,30-Jan-1958,Bronze,,No,1174.33,0.2,Inactive
1858283,Aria,Jackson,Female,ARIA.JACKSON647@OUTLOOK.COM,(210) 341-3793,920 Cedar Blvd,Null,IL,45168,USA,2020-01-16,1980-09-30,,SMS,N,4258.2,0.09,Churn Risk
